date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:20:48	18420/18420	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/draggable.minb37e.js	(from https://qualitybio.in/)
22:20:49	13098/13098	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/dialog.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/dialog.minb37e.js	(from https://qualitybio.in/)
22:20:49	6665/6665	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/droppable.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/droppable.minb37e.js	(from https://qualitybio.in/)
22:20:49	2558/2558	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/progressbar.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/progressbar.minb37e.js	(from https://qualitybio.in/)
22:20:49	4506/4506	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/selectable.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/selectable.minb37e.js	(from https://qualitybio.in/)
22:20:50	25504/25504	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/sortable.minb37e.js	(from https://qualitybio.in/)
22:20:50	10759/10759	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/slider.minb37e.js	(from https://qualitybio.in/)
22:20:50	7676/7676	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/spinner.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/spinner.minb37e.js	(from https://qualitybio.in/)
22:20:51	6244/6244	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/tooltip.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/tooltip.minb37e.js	(from https://qualitybio.in/)
22:20:51	12008/12008	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/tabs.minb37e.js	(from https://qualitybio.in/)
22:20:51	10332/10332	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect.minb37e.js	(from https://qualitybio.in/)
22:20:51	880/880	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-blind.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-blind.minb37e.js	(from https://qualitybio.in/)
22:20:51	991/991	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-bounce.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-bounce.minb37e.js	(from https://qualitybio.in/)
22:20:52	796/796	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-clip.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-clip.minb37e.js	(from https://qualitybio.in/)
22:20:52	753/753	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-drop.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-drop.minb37e.js	(from https://qualitybio.in/)
22:20:52	1122/1122	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-explode.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-explode.minb37e.js	(from https://qualitybio.in/)
22:20:52	525/525	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-fade.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-fade.minb37e.js	(from https://qualitybio.in/)
22:20:53	1020/1020	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-fold.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-fold.minb37e.js	(from https://qualitybio.in/)
22:20:53	648/648	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-highlight.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-highlight.minb37e.js	(from https://qualitybio.in/)
22:20:53	688/688	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-pulsate.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-pulsate.minb37e.js	(from https://qualitybio.in/)
22:20:53	2491/2491	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-size.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-size.minb37e.js	(from https://qualitybio.in/)
22:20:53	723/723	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-scale.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-scale.minb37e.js	(from https://qualitybio.in/)
22:20:54	846/846	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-shake.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-shake.minb37e.js	(from https://qualitybio.in/)
22:20:54	917/917	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-slide.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-slide.minb37e.js	(from https://qualitybio.in/)
22:20:54	442/442	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/effect-transfer.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/effect-transfer.minb37e.js	(from https://qualitybio.in/)
22:20:54	2353/2353	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/doubletaptogo.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/doubletaptogo109c.js	(from https://qualitybio.in/)
22:20:54	15413/15413	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/modernizr.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/modernizr.min109c.js	(from https://qualitybio.in/)
22:20:55	2069/2069	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.appear.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.appear109c.js	(from https://qualitybio.in/)
22:20:55	1499/1499	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20Apr%202022%2020:07:18%20GMT	https://qualitybio.in/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/hoverIntent.min3e5a.js	(from https://qualitybio.in/)
22:20:55	1252/1252	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/counter.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/counter109c.js	(from https://qualitybio.in/)
22:20:55	4544/4544	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/easypiechart.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/easypiechart109c.js	(from https://qualitybio.in/)
22:20:56	80986/80986	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/mixitup.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/mixitup109c.js	(from https://qualitybio.in/)
22:20:56	21567/21567	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.prettyPhoto.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.prettyPhoto109c.js	(from https://qualitybio.in/)
22:20:56	3930/3930	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.fitvids.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.fitvids109c.js	(from https://qualitybio.in/)
22:20:57	22342/22342	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.flexslider-min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.flexslider-min109c.js	(from https://qualitybio.in/)
22:20:57	1191/1191	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20Apr%202022%2020:07:18%20GMT	https://qualitybio.in/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/mediaelement/mediaelement-migrate.min109c.js	(from https://qualitybio.in/)
22:20:57	1107/1107	---M--	200	added ('OK')	text/javascript	date:Tue,%2007%20Feb%202023%2016:00:42%20GMT	https://qualitybio.in/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/mediaelement/wp-mediaelement.min109c.js	(from https://qualitybio.in/)
22:20:57	11126/11126	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/infinitescroll.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/infinitescroll.min109c.js	(from https://qualitybio.in/)
22:20:58	158005/158005	---M--	200	added ('OK')	text/javascript	date:Thu,%2029%20Sep%202022%2014:21:11%20GMT	https://qualitybio.in/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://qualitybio.in/)
22:20:58	2091/2091	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.waitforimages.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.waitforimages109c.js	(from https://qualitybio.in/)
22:20:58	15977/15977	---M--	200	added ('OK')	text/javascript	date:Thu,%2002%20Feb%202023%2016:36:32%20GMT	https://qualitybio.in/wp-includes/js/jquery/jquery.form.min.js?ver=4.3.0	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/jquery.form.minb2f9.js	(from https://qualitybio.in/)
22:20:58	8070/8070	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/waypoints.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/waypoints.min109c.js	(from https://qualitybio.in/)
22:20:58	45078/45078	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jplayer.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jplayer.min109c.js	(from https://qualitybio.in/)
22:20:59	7469/7469	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/bootstrap.carousel.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/bootstrap.carousel109c.js	(from https://qualitybio.in/)
22:20:59	21784/21784	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/skrollr.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/skrollr109c.js	(from https://qualitybio.in/)
22:20:59	32355/32355	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/Chart.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/Chart.min109c.js	(from https://qualitybio.in/)
22:20:59	5368/5368	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.easing.1.3.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.easing.1.3109c.js	(from https://qualitybio.in/)
22:20:59	3203/3203	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/abstractBaseClass.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/abstractBaseClass109c.js	(from https://qualitybio.in/)
22:21:00	18296/18296	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.countdown.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.countdown109c.js	(from https://qualitybio.in/)
22:21:00	13427/13427	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.multiscroll.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.multiscroll.min109c.js	(from https://qualitybio.in/)
22:21:00	17827/17827	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.justifiedGallery.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.justifiedGallery.min109c.js	(from https://qualitybio.in/)
22:21:00	5929/5929	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/bigtext.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/bigtext109c.js	(from https://qualitybio.in/)
22:21:00	2843/2843	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.sticky-kit.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.sticky-kit.min109c.js	(from https://qualitybio.in/)
22:21:01	42837/42837	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/owl.carousel.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/owl.carousel.min109c.js	(from https://qualitybio.in/)
22:21:01	7896/7896	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/typed.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/typed109c.js	(from https://qualitybio.in/)
22:21:01	6059/6059	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/lemmon-slider.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/lemmon-slider.min109c.js	(from https://qualitybio.in/)
22:21:01	62633/62633	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.carouFredSel-6.2.1.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.carouFredSel-6.2.1.min109c.js	(from https://qualitybio.in/)
22:21:02	23799/23799	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.fullPage.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.fullPage.min109c.js	(from https://qualitybio.in/)
22:21:02	1392/1392	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.mousewheel.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.mousewheel.min109c.js	(from https://qualitybio.in/)
22:21:02	11805/11805	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.touchSwipe.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.touchSwipe.min109c.js	(from https://qualitybio.in/)
22:21:02	35624/35624	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.isotope.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.isotope.min109c.js	(from https://qualitybio.in/)
22:21:02	13618/13618	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/packery-mode.pkgd.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/packery-mode.pkgd.min109c.js	(from https://qualitybio.in/)
22:21:03	4153/4153	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.stretch.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.stretch109c.js	(from https://qualitybio.in/)
22:21:03	5559/5559	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/imagesloaded.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/imagesloaded109c.js	(from https://qualitybio.in/)
22:21:03	8168/8168	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/rangeslider.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/rangeslider.min109c.js	(from https://qualitybio.in/)
22:21:03	14709/14709	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.event.move.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.event.move109c.js	(from https://qualitybio.in/)
22:21:03	3769/3769	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.twentytwenty.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/jquery.twentytwenty109c.js	(from https://qualitybio.in/)
22:21:04	25452/25452	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/TweenLite.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/TweenLite.min109c.js	(from https://qualitybio.in/)
22:21:04	687/687	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/smoothPageScroll.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/smoothPageScroll.min109c.js	(from https://qualitybio.in/)
22:21:04	4277/4277	---M--	200	added ('OK')	text/javascript	date:Tue,%2009%20Apr%202024%2012:31:01%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/default_dynamic.js?ver=1712665861	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/default_dynamic5fe4.js	(from https://qualitybio.in/)
22:21:04	2981/2981	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20Apr%202022%2020:07:18%20GMT	https://qualitybio.in/wp-includes/js/comment-reply.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/comment-reply.min109c.js	(from https://qualitybio.in/)
22:21:05	20601/20601	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:49%20GMT	https://qualitybio.in/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.0.5	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min52c7.js	(from https://qualitybio.in/)
22:21:05	592/592	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/qode-like.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/qode-like.min109c.js	(from https://qualitybio.in/)
22:21:05	211545/211545	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/default.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/default.min109c.js	(from https://qualitybio.in/)
22:21:06	89824/89824	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2009:39:27%20GMT	https://qualitybio.in/wp-content/plugins/real-time-auto-find-and-replace/assets/js/rtafar.app.min.js?ver=1.6.0	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/real-time-auto-find-and-replace/assets/js/rtafar.app.minaff7.js	(from https://qualitybio.in/)
